zip_name,internal_path,run_id,sensor_id,file_size_kb
Training Data 1.zip,Run_1196/Radars_Run_1196_sensor4.json,1196,4,611.1
Training Data 1.zip,Run_1196/Radars_Run_1196_sensor1.json,1196,1,555.4
Training Data 1.zip,Run_1196/Radars_Run_1196_sensor3.json,1196,3,742.7
Training Data 1.zip,Run_1196/Radars_Run_1196_sensor2.json,1196,2,734.5
Training Data 1.zip,Run_1075/Radars_Run_1075_sensor3.json,1075,3,1403.2
Training Data 1.zip,Run_1075/Radars_Run_1075_sensor2.json,1075,2,1579.7
Training Data 1.zip,Run_1075/Radars_Run_1075_sensor4.json,1075,4,1280.1
Training Data 1.zip,Run_1075/Radars_Run_1075_sensor1.json,1075,1,1295.6
Training Data 1.zip,Run_1301/Radars_Run_1301_sensor3.json,1301,3,775.9
Training Data 1.zip,Run_1301/Radars_Run_1301_sensor2.json,1301,2,761.7
Training Data 1.zip,Run_1301/Radars_Run_1301_sensor4.json,1301,4,442.1
Training Data 1.zip,Run_1301/Radars_Run_1301_sensor1.json,1301,1,616.6
Training Data 1.zip,Run_912/Radars_Run_912_sensor1.json,0912,1,1718.9
Training Data 1.zip,Run_912/Radars_Run_912_sensor4.json,0912,4,1476.1
Training Data 1.zip,Run_912/Radars_Run_912_sensor2.json,0912,2,1602.0
Training Data 1.zip,Run_912/Radars_Run_912_sensor3.json,0912,3,0.6
Training Data 1.zip,Run_48/Radars_Run_48_sensor1.json,0048,1,1263.2
Training Data 1.zip,Run_48/Radars_Run_48_sensor4.json,0048,4,1342.3
Training Data 1.zip,Run_48/Radars_Run_48_sensor2.json,0048,2,823.3
Training Data 1.zip,Run_48/Radars_Run_48_sensor3.json,0048,3,707.4
Training Data 1.zip,Run_172/Radars_Run_172_sensor4.json,0172,4,1194.1
Training Data 1.zip,Run_172/Radars_Run_172_sensor1.json,0172,1,1129.3
Training Data 1.zip,Run_172/Radars_Run_172_sensor3.json,0172,3,803.6
Training Data 1.zip,Run_172/Radars_Run_172_sensor2.json,0172,2,864.7
Training Data 1.zip,Run_939/Radars_Run_939_sensor3.json,0939,3,1508.5
Training Data 1.zip,Run_939/Radars_Run_939_sensor2.json,0939,2,1224.9
Training Data 1.zip,Run_939/Radars_Run_939_sensor4.json,0939,4,1603.4
Training Data 1.zip,Run_939/Radars_Run_939_sensor1.json,0939,1,1645.0
Training Data 1.zip,Run_834/Radars_Run_834_sensor3.json,0834,3,1086.4
Training Data 1.zip,Run_834/Radars_Run_834_sensor2.json,0834,2,916.7
Training Data 1.zip,Run_834/Radars_Run_834_sensor4.json,0834,4,1227.4
Training Data 1.zip,Run_834/Radars_Run_834_sensor1.json,0834,1,1093.1
Training Data 1.zip,Run_1318/Radars_Run_1318_sensor3.json,1318,3,845.2
Training Data 1.zip,Run_1318/Radars_Run_1318_sensor2.json,1318,2,832.0
Training Data 1.zip,Run_1318/Radars_Run_1318_sensor4.json,1318,4,579.4
Training Data 1.zip,Run_1318/Radars_Run_1318_sensor1.json,1318,1,805.2
Training Data 1.zip,Run_464/Radars_Run_464_sensor1.json,0464,1,1544.5
Training Data 1.zip,Run_464/Radars_Run_464_sensor4.json,0464,4,1388.4
Training Data 1.zip,Run_464/Radars_Run_464_sensor2.json,0464,2,995.4
Training Data 1.zip,Run_464/Radars_Run_464_sensor3.json,0464,3,919.4
Training Data 1.zip,Run_312/Radars_Run_312_sensor2.json,0312,2,1435.8
Training Data 1.zip,Run_312/Radars_Run_312_sensor3.json,0312,3,2521.5
Training Data 1.zip,Run_312/Radars_Run_312_sensor1.json,0312,1,1194.4
Training Data 1.zip,Run_312/Radars_Run_312_sensor4.json,0312,4,1457.4
Training Data 1.zip,Run_1124/Radars_Run_1124_sensor1.json,1124,1,1937.0
Training Data 1.zip,Run_1124/Radars_Run_1124_sensor4.json,1124,4,1804.4
Training Data 1.zip,Run_1124/Radars_Run_1124_sensor2.json,1124,2,2337.1
Training Data 1.zip,Run_1124/Radars_Run_1124_sensor3.json,1124,3,0.6
Training Data 1.zip,Run_1153/Radars_Run_1153_sensor2.json,1153,2,1609.7
Training Data 1.zip,Run_1153/Radars_Run_1153_sensor3.json,1153,3,1816.9
Training Data 1.zip,Run_1153/Radars_Run_1153_sensor1.json,1153,1,804.7
Training Data 1.zip,Run_1153/Radars_Run_1153_sensor4.json,1153,4,580.3
Training Data 1.zip,Run_381/Radars_Run_381_sensor2.json,0381,2,1508.4
Training Data 1.zip,Run_381/Radars_Run_381_sensor3.json,0381,3,1560.3
Training Data 1.zip,Run_381/Radars_Run_381_sensor1.json,0381,1,858.7
Training Data 1.zip,Run_381/Radars_Run_381_sensor4.json,0381,4,618.5
Training Data 1.zip,Run_1023/Radars_Run_1023_sensor1.json,1023,1,1858.3
Training Data 1.zip,Run_1023/Radars_Run_1023_sensor4.json,1023,4,2137.2
Training Data 1.zip,Run_1023/Radars_Run_1023_sensor2.json,1023,2,1158.3
Training Data 1.zip,Run_1023/Radars_Run_1023_sensor3.json,1023,3,942.7
Training Data 1.zip,Run_526/Radars_Run_526_sensor4.json,0526,4,1078.5
Training Data 1.zip,Run_526/Radars_Run_526_sensor1.json,0526,1,1020.4
Training Data 1.zip,Run_526/Radars_Run_526_sensor3.json,0526,3,1210.4
Training Data 1.zip,Run_526/Radars_Run_526_sensor2.json,0526,2,1154.1
Training Data 1.zip,Run_901/Radars_Run_901_sensor2.json,0901,2,1013.1
Training Data 1.zip,Run_901/Radars_Run_901_sensor3.json,0901,3,0.6
Training Data 1.zip,Run_901/Radars_Run_901_sensor1.json,0901,1,1183.6
Training Data 1.zip,Run_901/Radars_Run_901_sensor4.json,0901,4,1426.8
Training Data 1.zip,Run_621/Radars_Run_621_sensor2.json,0621,2,1541.7
Training Data 1.zip,Run_621/Radars_Run_621_sensor3.json,0621,3,1703.6
Training Data 1.zip,Run_621/Radars_Run_621_sensor1.json,0621,1,684.9
Training Data 1.zip,Run_621/Radars_Run_621_sensor4.json,0621,4,491.7
Training Data 1.zip,Run_1120/Radars_Run_1120_sensor2.json,1120,2,600.3
Training Data 1.zip,Run_1120/Radars_Run_1120_sensor3.json,1120,3,597.8
Training Data 1.zip,Run_1120/Radars_Run_1120_sensor1.json,1120,1,1173.2
Training Data 1.zip,Run_1120/Radars_Run_1120_sensor4.json,1120,4,1208.3
Training Data 1.zip,Run_751/Radars_Run_751_sensor2.json,0751,2,1863.7
Training Data 1.zip,Run_751/Radars_Run_751_sensor3.json,0751,3,1874.0
Training Data 1.zip,Run_751/Radars_Run_751_sensor1.json,0751,1,1293.4
Training Data 1.zip,Run_751/Radars_Run_751_sensor4.json,0751,4,1260.9
Training Data 1.zip,Run_55/Radars_Run_55_sensor2.json,0055,2,645.4
Training Data 1.zip,Run_55/Radars_Run_55_sensor3.json,0055,3,654.8
Training Data 1.zip,Run_55/Radars_Run_55_sensor1.json,0055,1,1444.5
Training Data 1.zip,Run_55/Radars_Run_55_sensor4.json,0055,4,970.7
Training Data 1.zip,Run_181/Radars_Run_181_sensor2.json,0181,2,1049.3
Training Data 1.zip,Run_181/Radars_Run_181_sensor3.json,0181,3,1603.8
Training Data 1.zip,Run_181/Radars_Run_181_sensor1.json,0181,1,705.3
Training Data 1.zip,Run_181/Radars_Run_181_sensor4.json,0181,4,773.0
Training Data 1.zip,Run_112/Radars_Run_112_sensor2.json,0112,2,1059.5
Training Data 1.zip,Run_112/Radars_Run_112_sensor3.json,0112,3,1071.3
Training Data 1.zip,Run_112/Radars_Run_112_sensor1.json,0112,1,2035.3
Training Data 1.zip,Run_112/Radars_Run_112_sensor4.json,0112,4,1851.3
Training Data 1.zip,Run_1118/Radars_Run_1118_sensor3.json,1118,3,0.6
Training Data 1.zip,Run_1118/Radars_Run_1118_sensor2.json,1118,2,1251.1
Training Data 1.zip,Run_1118/Radars_Run_1118_sensor4.json,1118,4,820.2
Training Data 1.zip,Run_1118/Radars_Run_1118_sensor1.json,1118,1,1019.6
Training Data 1.zip,Run_254/Radars_Run_254_sensor2.json,0254,2,700.6
Training Data 1.zip,Run_254/Radars_Run_254_sensor3.json,0254,3,992.0
Training Data 1.zip,Run_254/Radars_Run_254_sensor1.json,0254,1,479.3
Training Data 1.zip,Run_254/Radars_Run_254_sensor4.json,0254,4,582.6
Training Data 1.zip,Run_1165/Radars_Run_1165_sensor3.json,1165,3,1384.5
Training Data 1.zip,Run_1165/Radars_Run_1165_sensor2.json,1165,2,1302.3
Training Data 1.zip,Run_1165/Radars_Run_1165_sensor4.json,1165,4,928.7
Training Data 1.zip,Run_1165/Radars_Run_1165_sensor1.json,1165,1,1054.9
Training Data 1.zip,Run_1086/Radars_Run_1086_sensor2.json,1086,2,1608.9
Training Data 1.zip,Run_1086/Radars_Run_1086_sensor3.json,1086,3,1647.1
Training Data 1.zip,Run_1086/Radars_Run_1086_sensor1.json,1086,1,817.7
Training Data 1.zip,Run_1086/Radars_Run_1086_sensor4.json,1086,4,578.3
Training Data 1.zip,Run_157/Radars_Run_157_sensor1.json,0157,1,1612.9
Training Data 1.zip,Run_157/Radars_Run_157_sensor4.json,0157,4,1456.4
Training Data 1.zip,Run_157/Radars_Run_157_sensor2.json,0157,2,960.3
Training Data 1.zip,Run_157/Radars_Run_157_sensor3.json,0157,3,856.0
Training Data 1.zip,Run_83/Radars_Run_83_sensor4.json,0083,4,607.0
Training Data 1.zip,Run_83/Radars_Run_83_sensor1.json,0083,1,843.7
Training Data 1.zip,Run_83/Radars_Run_83_sensor3.json,0083,3,1565.2
Training Data 1.zip,Run_83/Radars_Run_83_sensor2.json,0083,2,1460.7
Training Data 1.zip,Run_120/Radars_Run_120_sensor4.json,0120,4,1388.5
Training Data 1.zip,Run_120/Radars_Run_120_sensor1.json,0120,1,1744.4
Training Data 1.zip,Run_120/Radars_Run_120_sensor3.json,0120,3,0.6
Training Data 1.zip,Run_120/Radars_Run_120_sensor2.json,0120,2,1652.6
Training Data 1.zip,Run_436/Radars_Run_436_sensor1.json,0436,1,1548.5
Training Data 1.zip,Run_436/Radars_Run_436_sensor4.json,0436,4,1596.1
Training Data 1.zip,Run_436/Radars_Run_436_sensor2.json,0436,2,805.1
Training Data 1.zip,Run_436/Radars_Run_436_sensor3.json,0436,3,817.8
Training Data 1.zip,Run_1230/Radars_Run_1230_sensor3.json,1230,3,1135.1
Training Data 1.zip,Run_1230/Radars_Run_1230_sensor2.json,1230,2,1107.0
Training Data 1.zip,Run_1230/Radars_Run_1230_sensor4.json,1230,4,1607.2
Training Data 1.zip,Run_1230/Radars_Run_1230_sensor1.json,1230,1,1383.5
Training Data 1.zip,Run_1198/Radars_Run_1198_sensor3.json,1198,3,919.7
Training Data 1.zip,Run_1198/Radars_Run_1198_sensor2.json,1198,2,795.7
Training Data 1.zip,Run_1198/Radars_Run_1198_sensor4.json,1198,4,803.7
Training Data 1.zip,Run_1198/Radars_Run_1198_sensor1.json,1198,1,1262.8
Training Data 1.zip,Run_823/Radars_Run_823_sensor4.json,0823,4,1675.9
Training Data 1.zip,Run_823/Radars_Run_823_sensor1.json,0823,1,1891.3
Training Data 1.zip,Run_823/Radars_Run_823_sensor3.json,0823,3,1265.7
Training Data 1.zip,Run_823/Radars_Run_823_sensor2.json,0823,2,942.8
Training Data 1.zip,Run_1272/Radars_Run_1272_sensor3.json,1272,3,0.6
Training Data 1.zip,Run_1272/Radars_Run_1272_sensor2.json,1272,2,1087.6
Training Data 1.zip,Run_1272/Radars_Run_1272_sensor4.json,1272,4,1519.7
Training Data 1.zip,Run_1272/Radars_Run_1272_sensor1.json,1272,1,1115.9
Training Data 1.zip,Run_149/Radars_Run_149_sensor2.json,0149,2,1297.0
Training Data 1.zip,Run_149/Radars_Run_149_sensor3.json,0149,3,1512.3
Training Data 1.zip,Run_149/Radars_Run_149_sensor1.json,0149,1,1197.3
Training Data 1.zip,Run_149/Radars_Run_149_sensor4.json,0149,4,1203.7
Training Data 1.zip,Run_694/Radars_Run_694_sensor4.json,0694,4,952.6
Training Data 1.zip,Run_694/Radars_Run_694_sensor1.json,0694,1,1239.0
Training Data 1.zip,Run_694/Radars_Run_694_sensor3.json,0694,3,0.6
Training Data 1.zip,Run_694/Radars_Run_694_sensor2.json,0694,2,1626.0
Training Data 1.zip,Run_607/Radars_Run_607_sensor3.json,0607,3,801.5
Training Data 1.zip,Run_607/Radars_Run_607_sensor2.json,0607,2,791.4
Training Data 1.zip,Run_607/Radars_Run_607_sensor4.json,0607,4,1673.1
Training Data 1.zip,Run_607/Radars_Run_607_sensor1.json,0607,1,1219.5
Training Data 1.zip,Run_106/Radars_Run_106_sensor1.json,0106,1,1472.1
Training Data 1.zip,Run_106/Radars_Run_106_sensor4.json,0106,4,1548.4
Training Data 1.zip,Run_106/Radars_Run_106_sensor2.json,0106,2,1334.3
Training Data 1.zip,Run_106/Radars_Run_106_sensor3.json,0106,3,0.6
Training Data 1.zip,Run_861/Radars_Run_861_sensor2.json,0861,2,1422.1
Training Data 1.zip,Run_861/Radars_Run_861_sensor3.json,0861,3,1438.6
Training Data 1.zip,Run_861/Radars_Run_861_sensor1.json,0861,1,2433.0
Training Data 1.zip,Run_861/Radars_Run_861_sensor4.json,0861,4,2107.0
Training Data 1.zip,Run_966/Radars_Run_966_sensor1.json,0966,1,591.1
Training Data 1.zip,Run_966/Radars_Run_966_sensor4.json,0966,4,422.6
Training Data 1.zip,Run_966/Radars_Run_966_sensor2.json,0966,2,1048.3
Training Data 1.zip,Run_966/Radars_Run_966_sensor3.json,0966,3,982.5
Training Data 1.zip,Run_302/Radars_Run_302_sensor3.json,0302,3,0.6
Training Data 1.zip,Run_302/Radars_Run_302_sensor2.json,0302,2,1232.0
Training Data 1.zip,Run_302/Radars_Run_302_sensor4.json,0302,4,1594.0
Training Data 1.zip,Run_302/Radars_Run_302_sensor1.json,0302,1,1585.2
Training Data 1.zip,Run_1149/Radars_Run_1149_sensor3.json,1149,3,0.6
Training Data 1.zip,Run_1149/Radars_Run_1149_sensor2.json,1149,2,1344.7
Training Data 1.zip,Run_1149/Radars_Run_1149_sensor4.json,1149,4,1464.4
Training Data 1.zip,Run_1149/Radars_Run_1149_sensor1.json,1149,1,2162.4
Training Data 1.zip,Run_272/Radars_Run_272_sensor2.json,0272,2,1430.6
Training Data 1.zip,Run_272/Radars_Run_272_sensor3.json,0272,3,1376.0
Training Data 1.zip,Run_272/Radars_Run_272_sensor1.json,0272,1,813.6
Training Data 1.zip,Run_272/Radars_Run_272_sensor4.json,0272,4,588.1
Training Data 1.zip,Run_738/Radars_Run_738_sensor4.json,0738,4,999.3
Training Data 1.zip,Run_738/Radars_Run_738_sensor1.json,0738,1,1299.6
Training Data 1.zip,Run_738/Radars_Run_738_sensor3.json,0738,3,1162.3
Training Data 1.zip,Run_738/Radars_Run_738_sensor2.json,0738,2,1215.5
Training Data 1.zip,Run_635/Radars_Run_635_sensor1.json,0635,1,1077.3
Training Data 1.zip,Run_635/Radars_Run_635_sensor4.json,0635,4,1144.5
Training Data 1.zip,Run_635/Radars_Run_635_sensor2.json,0635,2,1695.6
Training Data 1.zip,Run_635/Radars_Run_635_sensor3.json,0635,3,2706.2
Training Data 1.zip,Run_642/Radars_Run_642_sensor4.json,0642,4,1074.0
Training Data 1.zip,Run_642/Radars_Run_642_sensor1.json,0642,1,884.6
Training Data 1.zip,Run_642/Radars_Run_642_sensor3.json,0642,3,1489.6
Training Data 1.zip,Run_642/Radars_Run_642_sensor2.json,0642,2,1454.0
Training Data 1.zip,Run_489/Radars_Run_489_sensor2.json,0489,2,1185.7
Training Data 1.zip,Run_489/Radars_Run_489_sensor3.json,0489,3,1317.8
Training Data 1.zip,Run_489/Radars_Run_489_sensor1.json,0489,1,1286.5
Training Data 1.zip,Run_489/Radars_Run_489_sensor4.json,0489,4,1088.0
Training Data 1.zip,Run_127/Radars_Run_127_sensor3.json,0127,3,0.6
Training Data 1.zip,Run_127/Radars_Run_127_sensor2.json,0127,2,1366.6
Training Data 1.zip,Run_127/Radars_Run_127_sensor4.json,0127,4,1063.2
Training Data 1.zip,Run_127/Radars_Run_127_sensor1.json,0127,1,1221.7
Training Data 1.zip,Run_764/Radars_Run_764_sensor3.json,0764,3,944.9
Training Data 1.zip,Run_764/Radars_Run_764_sensor2.json,0764,2,865.5
Training Data 1.zip,Run_764/Radars_Run_764_sensor4.json,0764,4,530.6
Training Data 1.zip,Run_764/Radars_Run_764_sensor1.json,0764,1,738.2
Training Data 1.zip,Run_902/Radars_Run_902_sensor2.json,0902,2,1226.0
Training Data 1.zip,Run_902/Radars_Run_902_sensor3.json,0902,3,1042.1
Training Data 1.zip,Run_902/Radars_Run_902_sensor1.json,0902,1,1383.4
Training Data 1.zip,Run_902/Radars_Run_902_sensor4.json,0902,4,1116.2
Training Data 1.zip,Run_382/Radars_Run_382_sensor2.json,0382,2,1482.7
Training Data 1.zip,Run_382/Radars_Run_382_sensor3.json,0382,3,0.6
Training Data 1.zip,Run_382/Radars_Run_382_sensor1.json,0382,1,1671.4
Training Data 1.zip,Run_382/Radars_Run_382_sensor4.json,0382,4,1621.7
Training Data 1.zip,Run_261/Radars_Run_261_sensor2.json,0261,2,743.3
Training Data 1.zip,Run_261/Radars_Run_261_sensor3.json,0261,3,763.8
Training Data 1.zip,Run_261/Radars_Run_261_sensor1.json,0261,1,669.3
Training Data 1.zip,Run_261/Radars_Run_261_sensor4.json,0261,4,481.2
Training Data 1.zip,Run_251/Radars_Run_251_sensor1.json,0251,1,1837.2
Training Data 1.zip,Run_251/Radars_Run_251_sensor4.json,0251,4,1810.5
Training Data 1.zip,Run_251/Radars_Run_251_sensor2.json,0251,2,1453.9
Training Data 1.zip,Run_251/Radars_Run_251_sensor3.json,0251,3,1726.0
Training Data 1.zip,Run_586/Radars_Run_586_sensor3.json,0586,3,2244.6
Training Data 1.zip,Run_586/Radars_Run_586_sensor2.json,0586,2,1571.1
Training Data 1.zip,Run_586/Radars_Run_586_sensor4.json,0586,4,1456.1
Training Data 1.zip,Run_586/Radars_Run_586_sensor1.json,0586,1,1530.9
Training Data 1.zip,Run_68/Radars_Run_68_sensor1.json,0068,1,1958.0
Training Data 1.zip,Run_68/Radars_Run_68_sensor4.json,0068,4,1309.4
Training Data 1.zip,Run_68/Radars_Run_68_sensor2.json,0068,2,872.0
Training Data 1.zip,Run_68/Radars_Run_68_sensor3.json,0068,3,790.2
Training Data 1.zip,Run_842/Radars_Run_842_sensor1.json,0842,1,1892.3
Training Data 1.zip,Run_842/Radars_Run_842_sensor4.json,0842,4,1987.3
Training Data 1.zip,Run_842/Radars_Run_842_sensor2.json,0842,2,999.8
Training Data 1.zip,Run_842/Radars_Run_842_sensor3.json,0842,3,1011.7
Training Data 1.zip,Run_624/Radars_Run_624_sensor1.json,0624,1,1463.1
Training Data 1.zip,Run_624/Radars_Run_624_sensor4.json,0624,4,1346.5
Training Data 1.zip,Run_624/Radars_Run_624_sensor2.json,0624,2,1351.9
Training Data 1.zip,Run_624/Radars_Run_624_sensor3.json,0624,3,1873.1
Training Data 1.zip,Run_160/Radars_Run_160_sensor4.json,0160,4,558.3
Training Data 1.zip,Run_160/Radars_Run_160_sensor1.json,0160,1,775.7
Training Data 1.zip,Run_160/Radars_Run_160_sensor3.json,0160,3,1311.0
Training Data 1.zip,Run_160/Radars_Run_160_sensor2.json,0160,2,1799.3
Training Data 1.zip,Run_672/Radars_Run_672_sensor2.json,0672,2,1451.6
Training Data 1.zip,Run_672/Radars_Run_672_sensor3.json,0672,3,0.6
Training Data 1.zip,Run_672/Radars_Run_672_sensor1.json,0672,1,1345.9
Training Data 1.zip,Run_672/Radars_Run_672_sensor4.json,0672,4,1286.3
Training Data 1.zip,Run_401/Radars_Run_401_sensor2.json,0401,2,2290.6
Training Data 1.zip,Run_401/Radars_Run_401_sensor3.json,0401,3,1662.3
Training Data 1.zip,Run_401/Radars_Run_401_sensor1.json,0401,1,1399.3
Training Data 1.zip,Run_401/Radars_Run_401_sensor4.json,0401,4,1450.4
Training Data 1.zip,Run_377/Radars_Run_377_sensor3.json,0377,3,812.0
Training Data 1.zip,Run_377/Radars_Run_377_sensor2.json,0377,2,801.9
Training Data 1.zip,Run_377/Radars_Run_377_sensor4.json,0377,4,1282.4
Training Data 1.zip,Run_377/Radars_Run_377_sensor1.json,0377,1,1598.8
Training Data 1.zip,Run_294/Radars_Run_294_sensor3.json,0294,3,666.9
Training Data 1.zip,Run_294/Radars_Run_294_sensor2.json,0294,2,569.8
Training Data 1.zip,Run_294/Radars_Run_294_sensor4.json,0294,4,686.7
Training Data 1.zip,Run_294/Radars_Run_294_sensor1.json,0294,1,528.1
Training Data 1.zip,Run_640/Radars_Run_640_sensor1.json,0640,1,751.0
Training Data 1.zip,Run_640/Radars_Run_640_sensor4.json,0640,4,720.0
Training Data 1.zip,Run_640/Radars_Run_640_sensor2.json,0640,2,836.5
Training Data 1.zip,Run_640/Radars_Run_640_sensor3.json,0640,3,941.3
Training Data 1.zip,Run_969/Radars_Run_969_sensor2.json,0969,2,1621.7
Training Data 1.zip,Run_969/Radars_Run_969_sensor3.json,0969,3,1582.5
Training Data 1.zip,Run_969/Radars_Run_969_sensor1.json,0969,1,865.6
Training Data 1.zip,Run_969/Radars_Run_969_sensor4.json,0969,4,866.0
Training Data 1.zip,Run_914/Radars_Run_914_sensor4.json,0914,4,871.4
Training Data 1.zip,Run_914/Radars_Run_914_sensor1.json,0914,1,993.9
Training Data 1.zip,Run_914/Radars_Run_914_sensor3.json,0914,3,1024.5
Training Data 1.zip,Run_914/Radars_Run_914_sensor2.json,0914,2,1088.1
Training Data 1.zip,Run_737/Radars_Run_737_sensor1.json,0737,1,765.1
Training Data 1.zip,Run_737/Radars_Run_737_sensor4.json,0737,4,826.1
Training Data 1.zip,Run_737/Radars_Run_737_sensor2.json,0737,2,1036.6
Training Data 1.zip,Run_737/Radars_Run_737_sensor3.json,0737,3,1341.5
Training Data 1.zip,Run_406/Radars_Run_406_sensor4.json,0406,4,787.5
Training Data 1.zip,Run_406/Radars_Run_406_sensor1.json,0406,1,955.6
Training Data 1.zip,Run_406/Radars_Run_406_sensor3.json,0406,3,795.7
Training Data 1.zip,Run_406/Radars_Run_406_sensor2.json,0406,2,817.3
Training Data 1.zip,Run_1079/Radars_Run_1079_sensor4.json,1079,4,784.7
Training Data 1.zip,Run_1079/Radars_Run_1079_sensor1.json,1079,1,1085.2
Training Data 1.zip,Run_1079/Radars_Run_1079_sensor3.json,1079,3,2127.0
Training Data 1.zip,Run_1079/Radars_Run_1079_sensor2.json,1079,2,1933.4
Training Data 1.zip,Run_450/Radars_Run_450_sensor3.json,0450,3,909.5
Training Data 1.zip,Run_450/Radars_Run_450_sensor2.json,0450,2,986.1
Training Data 1.zip,Run_450/Radars_Run_450_sensor4.json,0450,4,1164.3
Training Data 1.zip,Run_450/Radars_Run_450_sensor1.json,0450,1,1908.5
Training Data 1.zip,Run_415/Radars_Run_415_sensor3.json,0415,3,1751.1
Training Data 1.zip,Run_415/Radars_Run_415_sensor2.json,0415,2,1508.2
Training Data 1.zip,Run_415/Radars_Run_415_sensor4.json,0415,4,1155.4
Training Data 1.zip,Run_415/Radars_Run_415_sensor1.json,0415,1,1010.9
Training Data 1.zip,Run_1060/Radars_Run_1060_sensor1.json,1060,1,1596.2
Training Data 1.zip,Run_1060/Radars_Run_1060_sensor4.json,1060,4,2369.5
Training Data 1.zip,Run_1060/Radars_Run_1060_sensor2.json,1060,2,1264.7
Training Data 1.zip,Run_1060/Radars_Run_1060_sensor3.json,1060,3,1384.7
Training Data 1.zip,Run_761/Radars_Run_761_sensor3.json,0761,3,1125.2
Training Data 1.zip,Run_761/Radars_Run_761_sensor2.json,0761,2,921.2
Training Data 1.zip,Run_761/Radars_Run_761_sensor4.json,0761,4,654.0
Training Data 1.zip,Run_761/Radars_Run_761_sensor1.json,0761,1,647.7
Training Data 1.zip,Run_946/Radars_Run_946_sensor1.json,0946,1,1854.8
Training Data 1.zip,Run_946/Radars_Run_946_sensor4.json,0946,4,1340.7
Training Data 1.zip,Run_946/Radars_Run_946_sensor2.json,0946,2,2491.9
Training Data 1.zip,Run_946/Radars_Run_946_sensor3.json,0946,3,0.6
Training Data 1.zip,Run_1080/Radars_Run_1080_sensor1.json,1080,1,670.2
Training Data 1.zip,Run_1080/Radars_Run_1080_sensor4.json,1080,4,481.7
Training Data 1.zip,Run_1080/Radars_Run_1080_sensor2.json,1080,2,1036.8
Training Data 1.zip,Run_1080/Radars_Run_1080_sensor3.json,1080,3,1118.0
Training Data 1.zip,Run_284/Radars_Run_284_sensor3.json,0284,3,0.6
Training Data 1.zip,Run_284/Radars_Run_284_sensor2.json,0284,2,1235.6
Training Data 1.zip,Run_284/Radars_Run_284_sensor4.json,0284,4,1389.5
Training Data 1.zip,Run_284/Radars_Run_284_sensor1.json,0284,1,1254.5
Training Data 1.zip,Run_367/Radars_Run_367_sensor4.json,0367,4,1018.9
Training Data 1.zip,Run_367/Radars_Run_367_sensor1.json,0367,1,1177.1
Training Data 1.zip,Run_367/Radars_Run_367_sensor3.json,0367,3,990.6
