zip_name,internal_path,run_id,file_size_kb
Training Data 1.zip,Run_738/Radars_Run_738_traffic-triggers-output.json,0738,4412.6
Training Data 1.zip,Run_635/Radars_Run_635_traffic-triggers-output.json,0635,9729.1
Training Data 1.zip,Run_642/Radars_Run_642_traffic-triggers-output.json,0642,4866.4
Training Data 1.zip,Run_489/Radars_Run_489_traffic-triggers-output.json,0489,5542.9
Training Data 1.zip,Run_127/Radars_Run_127_traffic-triggers-output.json,0127,7844.1
Training Data 1.zip,Run_764/Radars_Run_764_traffic-triggers-output.json,0764,6149.9
Training Data 1.zip,Run_902/Radars_Run_902_traffic-triggers-output.json,0902,2230.8
Training Data 1.zip,Run_382/Radars_Run_382_traffic-triggers-output.json,0382,9977.3
Training Data 1.zip,Run_261/Radars_Run_261_traffic-triggers-output.json,0261,5563.7
Training Data 1.zip,Run_251/Radars_Run_251_traffic-triggers-output.json,0251,8099.0
Training Data 1.zip,Run_586/Radars_Run_586_traffic-triggers-output.json,0586,9970.0
Training Data 1.zip,Run_68/Radars_Run_68_traffic-triggers-output.json,0068,4241.3
Training Data 1.zip,Run_842/Radars_Run_842_traffic-triggers-output.json,0842,8293.5
Training Data 1.zip,Run_624/Radars_Run_624_traffic-triggers-output.json,0624,7498.5
Training Data 1.zip,Run_160/Radars_Run_160_traffic-triggers-output.json,0160,6479.0
Training Data 1.zip,Run_672/Radars_Run_672_traffic-triggers-output.json,0672,7852.5
Training Data 1.zip,Run_401/Radars_Run_401_traffic-triggers-output.json,0401,6310.0
Training Data 1.zip,Run_377/Radars_Run_377_traffic-triggers-output.json,0377,2757.0
Training Data 1.zip,Run_294/Radars_Run_294_traffic-triggers-output.json,0294,1964.5
Training Data 1.zip,Run_640/Radars_Run_640_traffic-triggers-output.json,0640,1760.3
Training Data 1.zip,Run_969/Radars_Run_969_traffic-triggers-output.json,0969,7037.7
Training Data 1.zip,Run_914/Radars_Run_914_traffic-triggers-output.json,0914,3009.7
Training Data 1.zip,Run_737/Radars_Run_737_traffic-triggers-output.json,0737,4317.3
Training Data 1.zip,Run_406/Radars_Run_406_traffic-triggers-output.json,0406,3768.2
Training Data 1.zip,Run_1079/Radars_Run_1079_traffic-triggers-output.json,1079,9115.2
Training Data 1.zip,Run_450/Radars_Run_450_traffic-triggers-output.json,0450,3410.7
Training Data 1.zip,Run_415/Radars_Run_415_traffic-triggers-output.json,0415,5855.8
Training Data 1.zip,Run_1060/Radars_Run_1060_traffic-triggers-output.json,1060,3891.4
Training Data 1.zip,Run_761/Radars_Run_761_traffic-triggers-output.json,0761,3950.0
Training Data 1.zip,Run_946/Radars_Run_946_traffic-triggers-output.json,0946,9738.0
Training Data 1.zip,Run_1080/Radars_Run_1080_traffic-triggers-output.json,1080,5586.3
Training Data 1.zip,Run_284/Radars_Run_284_traffic-triggers-output.json,0284,7961.7
Training Data 1.zip,Run_367/Radars_Run_367_traffic-triggers-output.json,0367,4131.7
Training Data 1.zip,Run_572/Radars_Run_572_traffic-triggers-output.json,0572,5824.3
Training Data 1.zip,Run_1099/Radars_Run_1099_traffic-triggers-output.json,1099,6830.7
Training Data 1.zip,Run_1170/Radars_Run_1170_traffic-triggers-output.json,1170,7263.1
Training Data 1.zip,Run_309/Radars_Run_309_traffic-triggers-output.json,0309,6607.6
Training Data 1.zip,Run_1138/Radars_Run_1138_traffic-triggers-output.json,1138,5900.1
Training Data 1.zip,Run_231/Radars_Run_231_traffic-triggers-output.json,0231,8075.1
Training Data 1.zip,Run_795/Radars_Run_795_traffic-triggers-output.json,0795,9225.7
Training Data 1.zip,Run_336/Radars_Run_336_traffic-triggers-output.json,0336,8650.0
Training Data 1.zip,Run_828/Radars_Run_828_traffic-triggers-output.json,0828,6497.9
Training Data 1.zip,Run_91/Radars_Run_91_traffic-triggers-output.json,0091,1866.6
Training Data 1.zip,Run_145/Radars_Run_145_traffic-triggers-output.json,0145,7723.3
Training Data 1.zip,Run_1209/Radars_Run_1209_traffic-triggers-output.json,1209,6567.6
Training Data 1.zip,Run_750/Radars_Run_750_traffic-triggers-output.json,0750,9855.6
Training Data 1.zip,Run_657/Radars_Run_657_traffic-triggers-output.json,0657,5255.9
Training Data 1.zip,Run_164/Radars_Run_164_traffic-triggers-output.json,0164,6445.8
Training Data 1.zip,Run_228/Radars_Run_228_traffic-triggers-output.json,0228,1918.1
Training Data 1.zip,Run_846/Radars_Run_846_traffic-triggers-output.json,0846,6580.2
Training Data 1.zip,Run_831/Radars_Run_831_traffic-triggers-output.json,0831,5329.2
Training Data 1.zip,Run_485/Radars_Run_485_traffic-triggers-output.json,0485,7218.5
Training Data 2.zip,Run_324/Radars_Run_324_traffic-triggers-output.json,0324,7831.5
Training Data 2.zip,Run_484/Radars_Run_484_traffic-triggers-output.json,0484,2415.3
Training Data 2.zip,Run_211/Radars_Run_211_traffic-triggers-output.json,0211,6131.1
Training Data 2.zip,Run_361/Radars_Run_361_traffic-triggers-output.json,0361,5813.4
Training Data 2.zip,Run_555/Radars_Run_555_traffic-triggers-output.json,0555,4473.9
Training Data 2.zip,Run_707/Radars_Run_707_traffic-triggers-output.json,0707,7851.9
Training Data 2.zip,Run_337/Radars_Run_337_traffic-triggers-output.json,0337,5025.3
Training Data 2.zip,Run_133/Radars_Run_133_traffic-triggers-output.json,0133,8595.8
Training Data 2.zip,Run_85/Radars_Run_85_traffic-triggers-output.json,0085,3880.1
Training Data 2.zip,Run_473/Radars_Run_473_traffic-triggers-output.json,0473,3130.0
Training Data 2.zip,Run_924/Radars_Run_924_traffic-triggers-output.json,0924,7600.6
Training Data 2.zip,Run_1220/Radars_Run_1220_traffic-triggers-output.json,1220,2221.5
Training Data 2.zip,Run_748/Radars_Run_748_traffic-triggers-output.json,0748,6732.4
Training Data 2.zip,Run_1024/Radars_Run_1024_traffic-triggers-output.json,1024,5433.8
Training Data 2.zip,Run_888/Radars_Run_888_traffic-triggers-output.json,0888,5996.5
Training Data 2.zip,Run_308/Radars_Run_308_traffic-triggers-output.json,0308,7331.8
Training Data 2.zip,Run_66/Radars_Run_66_traffic-triggers-output.json,0066,4114.6
Training Data 2.zip,Run_82/Radars_Run_82_traffic-triggers-output.json,0082,7827.3
Training Data 2.zip,Run_954/Radars_Run_954_traffic-triggers-output.json,0954,7083.7
Training Data 2.zip,Run_597/Radars_Run_597_traffic-triggers-output.json,0597,11350.5
Training Data 2.zip,Run_347/Radars_Run_347_traffic-triggers-output.json,0347,7579.6
Training Data 2.zip,Run_240/Radars_Run_240_traffic-triggers-output.json,0240,6806.9
Training Data 2.zip,Run_1047/Radars_Run_1047_traffic-triggers-output.json,1047,8717.6
Training Data 2.zip,Run_366/Radars_Run_366_traffic-triggers-output.json,0366,8482.4
Training Data 2.zip,Run_487/Radars_Run_487_traffic-triggers-output.json,0487,8289.2
Training Data 2.zip,Run_519/Radars_Run_519_traffic-triggers-output.json,0519,7617.4
Training Data 2.zip,Run_1101/Radars_Run_1101_traffic-triggers-output.json,1101,5698.3
Training Data 2.zip,Run_95/Radars_Run_95_traffic-triggers-output.json,0095,4296.7
Training Data 2.zip,Run_1202/Radars_Run_1202_traffic-triggers-output.json,1202,4829.0
Training Data 2.zip,Run_622/Radars_Run_622_traffic-triggers-output.json,0622,8091.9
Training Data 2.zip,Run_368/Radars_Run_368_traffic-triggers-output.json,0368,6823.7
Training Data 2.zip,Run_500/Radars_Run_500_traffic-triggers-output.json,0500,9612.0
Training Data 2.zip,Run_674/Radars_Run_674_traffic-triggers-output.json,0674,6989.6
Training Data 2.zip,Run_233/Radars_Run_233_traffic-triggers-output.json,0233,5046.9
Training Data 2.zip,Run_1157/Radars_Run_1157_traffic-triggers-output.json,1157,8847.8
Training Data 2.zip,Run_102/Radars_Run_102_traffic-triggers-output.json,0102,7437.7
Training Data 2.zip,Run_865/Radars_Run_865_traffic-triggers-output.json,0865,8358.7
Training Data 2.zip,Run_545/Radars_Run_545_traffic-triggers-output.json,0545,7709.8
Training Data 2.zip,Run_395/Radars_Run_395_traffic-triggers-output.json,0395,6198.6
Training Data 2.zip,Run_292/Radars_Run_292_traffic-triggers-output.json,0292,6469.1
Training Data 2.zip,Run_1224/Radars_Run_1224_traffic-triggers-output.json,1224,10493.8
Training Data 2.zip,Run_746/Radars_Run_746_traffic-triggers-output.json,0746,5794.4
Training Data 2.zip,Run_178/Radars_Run_178_traffic-triggers-output.json,0178,1972.7
Training Data 2.zip,Run_1285/Radars_Run_1285_traffic-triggers-output.json,1285,5302.9
Training Data 2.zip,Run_709/Radars_Run_709_traffic-triggers-output.json,0709,8730.2
Training Data 2.zip,Run_499/Radars_Run_499_traffic-triggers-output.json,0499,7852.5
Training Data 2.zip,Run_570/Radars_Run_570_traffic-triggers-output.json,0570,5162.7
Training Data 2.zip,Run_507/Radars_Run_507_traffic-triggers-output.json,0507,3041.9
Training Data 2.zip,Run_1186/Radars_Run_1186_traffic-triggers-output.json,1186,6157.5
Training Data 2.zip,Run_137/Radars_Run_137_traffic-triggers-output.json,0137,8150.7
Training Data 2.zip,Run_1237/Radars_Run_1237_traffic-triggers-output.json,1237,5941.9
Training Data 2.zip,Run_250/Radars_Run_250_traffic-triggers-output.json,0250,2775.2
Training Data 2.zip,Run_1302/Radars_Run_1302_traffic-triggers-output.json,1302,5926.8
Training Data 2.zip,Run_1278/Radars_Run_1278_traffic-triggers-output.json,1278,5578.8
Training Data 2.zip,Run_1195/Radars_Run_1195_traffic-triggers-output.json,1195,9739.6
Training Data 2.zip,Run_514/Radars_Run_514_traffic-triggers-output.json,0514,4122.5
Training Data 2.zip,Run_933/Radars_Run_933_traffic-triggers-output.json,0933,5695.6
Training Data 2.zip,Run_1248/Radars_Run_1248_traffic-triggers-output.json,1248,7093.8
Training Data 2.zip,Run_260/Radars_Run_260_traffic-triggers-output.json,0260,4837.1
Training Data 2.zip,Run_989/Radars_Run_989_traffic-triggers-output.json,0989,4283.8
Training Data 2.zip,Run_194/Radars_Run_194_traffic-triggers-output.json,0194,3964.2
Training Data 2.zip,Run_142/Radars_Run_142_traffic-triggers-output.json,0142,4553.7
Training Data 2.zip,Run_776/Radars_Run_776_traffic-triggers-output.json,0776,4901.8
Training Data 2.zip,Run_1084/Radars_Run_1084_traffic-triggers-output.json,1084,6718.8
Training Data 2.zip,Run_1183/Radars_Run_1183_traffic-triggers-output.json,1183,4445.1
Training Data 2.zip,Run_397/Radars_Run_397_traffic-triggers-output.json,0397,5906.1
Training Data 2.zip,Run_1221/Radars_Run_1221_traffic-triggers-output.json,1221,7065.2
Training Data 2.zip,Run_209/Radars_Run_209_traffic-triggers-output.json,0209,8665.1
Training Data 2.zip,Run_984/Radars_Run_984_traffic-triggers-output.json,0984,5747.2
Training Data 2.zip,Run_681/Radars_Run_681_traffic-triggers-output.json,0681,6384.4
Training Data 2.zip,Run_786/Radars_Run_786_traffic-triggers-output.json,0786,6097.6
Training Data 2.zip,Run_121/Radars_Run_121_traffic-triggers-output.json,0121,8713.4
Training Data 2.zip,Run_97/Radars_Run_97_traffic-triggers-output.json,0097,4768.4
Training Data 2.zip,Run_1174/Radars_Run_1174_traffic-triggers-output.json,1174,5661.3
Training Data 2.zip,Run_1097/Radars_Run_1097_traffic-triggers-output.json,1097,3659.5
Training Data 2.zip,Run_283/Radars_Run_283_traffic-triggers-output.json,0283,5312.0
Training Data 2.zip,Run_289/Radars_Run_289_traffic-triggers-output.json,0289,5484.2
Training Data 2.zip,Run_979/Radars_Run_979_traffic-triggers-output.json,0979,7226.5
Training Data 2.zip,Run_1036/Radars_Run_1036_traffic-triggers-output.json,1036,4766.7
Training Data 2.zip,Run_653/Radars_Run_653_traffic-triggers-output.json,0653,10491.9
Training Data 2.zip,Run_894/Radars_Run_894_traffic-triggers-output.json,0894,5950.3
Training Data 2.zip,Run_45/Radars_Run_45_traffic-triggers-output.json,0045,3292.4
Training Data 2.zip,Run_661/Radars_Run_661_traffic-triggers-output.json,0661,5281.1
Training Data 2.zip,Run_1000/Radars_Run_1000_traffic-triggers-output.json,1000,9225.7
Training Data 2.zip,Run_1225/Radars_Run_1225_traffic-triggers-output.json,1225,8517.6
Training Data 2.zip,Run_964/Radars_Run_964_traffic-triggers-output.json,0964,6538.2
Training Data 2.zip,Run_433/Radars_Run_433_traffic-triggers-output.json,0433,5921.8
Training Data 2.zip,Run_1310/Radars_Run_1310_traffic-triggers-output.json,1310,7583.8
Training Data 2.zip,Run_571/Radars_Run_571_traffic-triggers-output.json,0571,7709.8
Training Data 2.zip,Run_826/Radars_Run_826_traffic-triggers-output.json,0826,6717.2
Training Data 2.zip,Run_821/Radars_Run_821_traffic-triggers-output.json,0821,8199.9
Training Data 2.zip,Run_576/Radars_Run_576_traffic-triggers-output.json,0576,2931.6
Training Data 2.zip,Run_449/Radars_Run_449_traffic-triggers-output.json,0449,6272.3
Training Data 2.zip,Run_544/Radars_Run_544_traffic-triggers-output.json,0544,9103.9
Training Data 2.zip,Run_819/Radars_Run_819_traffic-triggers-output.json,0819,7730.8
Training Data 2.zip,Run_277/Radars_Run_277_traffic-triggers-output.json,0277,7336.0
Training Data 2.zip,Run_935/Radars_Run_935_traffic-triggers-output.json,0935,4307.4
Training Data 2.zip,Run_948/Radars_Run_948_traffic-triggers-output.json,0948,8967.7
Training Data 2.zip,Run_716/Radars_Run_716_traffic-triggers-output.json,0716,8461.3
Training Data 3.zip,Run_89/Radars_Run_89_traffic-triggers-output.json,0089,6978.9
Training Data 3.zip,Run_405/Radars_Run_405_traffic-triggers-output.json,0405,6096.0
Training Data 3.zip,Run_591/Radars_Run_591_traffic-triggers-output.json,0591,8309.6
Training Data 3.zip,Run_1191/Radars_Run_1191_traffic-triggers-output.json,1191,7688.8
Training Data 3.zip,Run_1129/Radars_Run_1129_traffic-triggers-output.json,1129,8226.3
Training Data 3.zip,Run_941/Radars_Run_941_traffic-triggers-output.json,0941,7746.0
Training Data 3.zip,Run_90/Radars_Run_90_traffic-triggers-output.json,0090,7226.9
Training Data 3.zip,Run_156/Radars_Run_156_traffic-triggers-output.json,0156,4250.0
Training Data 3.zip,Run_384/Radars_Run_384_traffic-triggers-output.json,0384,3548.2
Training Data 3.zip,Run_1166/Radars_Run_1166_traffic-triggers-output.json,1166,2516.3
Training Data 3.zip,Run_1212/Radars_Run_1212_traffic-triggers-output.json,1212,5340.5
Training Data 3.zip,Run_904/Radars_Run_904_traffic-triggers-output.json,0904,3053.0
Training Data 3.zip,Run_890/Radars_Run_890_traffic-triggers-output.json,0890,2809.1
Training Data 3.zip,Run_169/Radars_Run_169_traffic-triggers-output.json,0169,8070.9
Training Data 3.zip,Run_163/Radars_Run_163_traffic-triggers-output.json,0163,7957.5
Training Data 3.zip,Run_1185/Radars_Run_1185_traffic-triggers-output.json,1185,6161.2
Training Data 3.zip,Run_1082/Radars_Run_1082_traffic-triggers-output.json,1082,8343.8
Training Data 3.zip,Run_73/Radars_Run_73_traffic-triggers-output.json,0073,6072.2
Training Data 3.zip,Run_516/Radars_Run_516_traffic-triggers-output.json,0516,7057.6
Training Data 3.zip,Run_1159/Radars_Run_1159_traffic-triggers-output.json,1159,3457.9
Training Data 3.zip,Run_273/Radars_Run_273_traffic-triggers-output.json,0273,9070.3
Training Data 3.zip,Run_1002/Radars_Run_1002_traffic-triggers-output.json,1002,10871.8
Training Data 3.zip,Run_491/Radars_Run_491_traffic-triggers-output.json,0491,4643.7
Training Data 3.zip,Run_84/Radars_Run_84_traffic-triggers-output.json,0084,4350.0
Training Data 3.zip,Run_1234/Radars_Run_1234_traffic-triggers-output.json,1234,7167.3
Training Data 3.zip,Run_13/Radars_Run_13_traffic-triggers-output.json,0013,9432.5
Training Data 3.zip,Run_131/Radars_Run_131_traffic-triggers-output.json,0131,4511.5
Training Data 3.zip,Run_495/Radars_Run_495_traffic-triggers-output.json,0495,2242.2
Training Data 3.zip,Run_348/Radars_Run_348_traffic-triggers-output.json,0348,5747.4
Training Data 3.zip,Run_299/Radars_Run_299_traffic-triggers-output.json,0299,8453.0
Training Data 3.zip,Run_942/Radars_Run_942_traffic-triggers-output.json,0942,5022.0
Training Data 3.zip,Run_899/Radars_Run_899_traffic-triggers-output.json,0899,6278.5
Training Data 3.zip,Run_1211/Radars_Run_1211_traffic-triggers-output.json,1211,5878.9
Training Data 3.zip,Run_219/Radars_Run_219_traffic-triggers-output.json,0219,6875.4
Training Data 3.zip,Run_387/Radars_Run_387_traffic-triggers-output.json,0387,5215.7
Training Data 3.zip,Run_1162/Radars_Run_1162_traffic-triggers-output.json,1162,3208.4
Training Data 3.zip,Run_287/Radars_Run_287_traffic-triggers-output.json,0287,5976.0
Training Data 3.zip,Run_364/Radars_Run_364_traffic-triggers-output.json,0364,4447.9
Training Data 3.zip,Run_319/Radars_Run_319_traffic-triggers-output.json,0319,2477.2
Training Data 3.zip,Run_835/Radars_Run_835_traffic-triggers-output.json,0835,7950.3
Training Data 3.zip,Run_637/Radars_Run_637_traffic-triggers-output.json,0637,7210.1
Training Data 3.zip,Run_887/Radars_Run_887_traffic-triggers-output.json,0887,8328.5
Training Data 3.zip,Run_814/Radars_Run_814_traffic-triggers-output.json,0814,6454.2
Training Data 3.zip,Run_543/Radars_Run_543_traffic-triggers-output.json,0543,3411.4
Training Data 3.zip,Run_702/Radars_Run_702_traffic-triggers-output.json,0702,4504.6
Training Data 3.zip,Run_345/Radars_Run_345_traffic-triggers-output.json,0345,8222.1
Training Data 3.zip,Run_498/Radars_Run_498_traffic-triggers-output.json,0498,8973.7
Training Data 3.zip,Run_87/Radars_Run_87_traffic-triggers-output.json,0087,7588.0
Training Data 3.zip,Run_506/Radars_Run_506_traffic-triggers-output.json,0506,8082.6
Training Data 3.zip,Run_1074/Radars_Run_1074_traffic-triggers-output.json,1074,8081.9
Training Data 3.zip,Run_1090/Radars_Run_1090_traffic-triggers-output.json,1090,7522.8
Training Data 3.zip,Run_579/Radars_Run_579_traffic-triggers-output.json,0579,8595.8
Training Data 3.zip,Run_1235/Radars_Run_1235_traffic-triggers-output.json,1235,7340.2
Training Data 3.zip,Run_134/Radars_Run_134_traffic-triggers-output.json,0134,7859.5
Training Data 3.zip,Run_824/Radars_Run_824_traffic-triggers-output.json,0824,7092.5
Training Data 3.zip,Run_115/Radars_Run_115_traffic-triggers-output.json,0115,7734.7
Training Data 3.zip,Run_552/Radars_Run_552_traffic-triggers-output.json,0552,4970.0
Training Data 3.zip,Run_1226/Radars_Run_1226_traffic-triggers-output.json,1226,4160.9
Training Data 3.zip,Run_584/Radars_Run_584_traffic-triggers-output.json,0584,6072.1
Training Data 3.zip,Run_614/Radars_Run_614_traffic-triggers-output.json,0614,9213.5
Training Data 3.zip,Run_619/Radars_Run_619_traffic-triggers-output.json,0619,11974.5
Training Data 3.zip,Run_583/Radars_Run_583_traffic-triggers-output.json,0583,5572.4
Training Data 3.zip,Run_937/Radars_Run_937_traffic-triggers-output.json,0937,10219.6
Training Data 3.zip,Run_266/Radars_Run_266_traffic-triggers-output.json,0266,5925.2
Training Data 3.zip,Run_452/Radars_Run_452_traffic-triggers-output.json,0452,6084.7
Training Data 3.zip,Run_891/Radars_Run_891_traffic-triggers-output.json,0891,5203.6
Training Data 3.zip,Run_770/Radars_Run_770_traffic-triggers-output.json,0770,5517.8
Training Data 3.zip,Run_1245/Radars_Run_1245_traffic-triggers-output.json,1245,1932.5
Training Data 3.zip,Run_11/Radars_Run_11_traffic-triggers-output.json,0011,2748.1
Training Data 3.zip,Run_1004/Radars_Run_1004_traffic-triggers-output.json,1004,4580.3
Training Data 3.zip,Run_742/Radars_Run_742_traffic-triggers-output.json,0742,7088.3
Training Data 3.zip,Run_546/Radars_Run_546_traffic-triggers-output.json,0546,6153.7
Training Data 3.zip,Run_101/Radars_Run_101_traffic-triggers-output.json,0101,6966.5
Training Data 3.zip,Run_1/Radars_Run_1_traffic-triggers-output.json,0001,6962.6
Training Data 3.zip,Run_50/Radars_Run_50_traffic-triggers-output.json,0050,9901.7
Training Data 3.zip,Run_862/Radars_Run_862_traffic-triggers-output.json,0862,7678.1
Training Data 3.zip,Run_1236/Radars_Run_1236_traffic-triggers-output.json,1236,7625.0
Training Data 3.zip,Run_652/Radars_Run_652_traffic-triggers-output.json,0652,6712.6
Training Data 3.zip,Run_262/Radars_Run_262_traffic-triggers-output.json,0262,5862.1
Training Data 3.zip,Run_268/Radars_Run_268_traffic-triggers-output.json,0268,5763.7
Training Data 3.zip,Run_658/Radars_Run_658_traffic-triggers-output.json,0658,5954.5
Training Data 3.zip,Run_357/Radars_Run_357_traffic-triggers-output.json,0357,7353.1
Training Data 3.zip,Run_1222/Radars_Run_1222_traffic-triggers-output.json,1222,7171.1
Training Data 3.zip,Run_98/Radars_Run_98_traffic-triggers-output.json,0098,5211.0
Training Data 3.zip,Run_949/Radars_Run_949_traffic-triggers-output.json,0949,6951.7
Training Data 3.zip,Run_610/Radars_Run_610_traffic-triggers-output.json,0610,7190.5
Training Data 3.zip,Run_667/Radars_Run_667_traffic-triggers-output.json,0667,2680.5
Training Data 3.zip,Run_39/Radars_Run_39_traffic-triggers-output.json,0039,5516.0
Training Data 3.zip,Run_111/Radars_Run_111_traffic-triggers-output.json,0111,6592.4
Training Data 3.zip,Run_1180/Radars_Run_1180_traffic-triggers-output.json,1180,5870.0
Training Data 3.zip,Run_281/Radars_Run_281_traffic-triggers-output.json,0281,9546.3
Training Data 3.zip,Run_577/Radars_Run_577_traffic-triggers-output.json,0577,5446.4
Training Data 3.zip,Run_927/Radars_Run_927_traffic-triggers-output.json,0927,8583.2
Training Data 3.zip,Run_239/Radars_Run_239_traffic-triggers-output.json,0239,9382.1
Training Data 3.zip,Run_986/Radars_Run_986_traffic-triggers-output.json,0986,3015.2
Training Data 3.zip,Run_1203/Radars_Run_1203_traffic-triggers-output.json,1203,2904.4
Training Data 3.zip,Run_1094/Radars_Run_1094_traffic-triggers-output.json,1094,5796.5
Training Data 3.zip,Run_1070/Radars_Run_1070_traffic-triggers-output.json,1070,7628.8
Training Data 3.zip,Run_298/Radars_Run_298_traffic-triggers-output.json,0298,9209.7
Training Data 3.zip,Run_631/Radars_Run_631_traffic-triggers-output.json,0631,7182.4
Training Data 4.zip,Run_463/Radars_Run_463_traffic-triggers-output.json,0463,2427.6
Training Data 4.zip,Run_451/Radars_Run_451_traffic-triggers-output.json,0451,4304.3
Training Data 4.zip,Run_906/Radars_Run_906_traffic-triggers-output.json,0906,6857.2
Training Data 4.zip,Run_876/Radars_Run_876_traffic-triggers-output.json,0876,4127.1
Training Data 4.zip,Run_1148/Radars_Run_1148_traffic-triggers-output.json,1148,3309.8
Training Data 4.zip,Run_556/Radars_Run_556_traffic-triggers-output.json,0556,7140.6
Training Data 4.zip,Run_1032/Radars_Run_1032_traffic-triggers-output.json,1032,8213.0
Training Data 4.zip,Run_7/Radars_Run_7_traffic-triggers-output.json,0007,9985.7
Training Data 4.zip,Run_655/Radars_Run_655_traffic-triggers-output.json,0655,4003.7
Training Data 4.zip,Run_1187/Radars_Run_1187_traffic-triggers-output.json,1187,8083.5
