run_id,zip_name,source_file,topic,payload_timestamp,payload_timestamp_epoch_ms,reference_name,associated_lane,associated_zone,associated_sensor,trigger_output_index,trigger_index
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:34+00:00,1708368394000.0,trigger_14_6,lane17,zoneN,sensor2,0,3
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:34+00:00,1708368394000.0,trigger_15_7,lane8,zoneO,sensor4,0,4
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:34+00:00,1708368394000.0,trigger_16_8,lane21,zoneP,sensor4,0,5
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:34+00:00,1708368394000.0,trigger_17_9,lane20,zoneQ,sensor4,0,6
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:34+00:00,1708368394000.0,trigger_18_10,lane18,zoneR,sensor4,0,7
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:34+00:00,1708368394000.0,trigger_19_11,lane19,zoneS,sensor4,0,8
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:34+00:00,1708368394000.0,trigger_20_12,lane15,zoneT,sensor1,0,9
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:34+00:00,1708368394000.0,trigger_4_1,lane1,zoneD,sensor2,0,10
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:34+00:00,1708368394000.0,trigger_7_2,lane5,zoneG,sensor3,0,11
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:34+00:00,1708368394000.0,trigger_1_0,lane2,zoneA,sensor3,1,0
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_11_3,lane22,zoneK,sensor3,0,0
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_12_4,lane24,zoneL,sensor3,0,1
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_13_5,lane16,zoneM,sensor2,0,2
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_14_6,lane17,zoneN,sensor2,0,3
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_15_7,lane8,zoneO,sensor4,0,4
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_16_8,lane21,zoneP,sensor4,0,5
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_17_9,lane20,zoneQ,sensor4,0,6
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_18_10,lane18,zoneR,sensor4,0,7
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_19_11,lane19,zoneS,sensor4,0,8
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_20_12,lane15,zoneT,sensor1,0,9
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_4_1,lane1,zoneD,sensor2,0,10
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_7_2,lane5,zoneG,sensor3,0,11
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_1_0,lane2,zoneA,sensor3,1,0
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_11_3,lane22,zoneK,sensor3,0,0
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_12_4,lane24,zoneL,sensor3,0,1
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_13_5,lane16,zoneM,sensor2,0,2
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_14_6,lane17,zoneN,sensor2,0,3
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_15_7,lane8,zoneO,sensor4,0,4
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_16_8,lane21,zoneP,sensor4,0,5
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_17_9,lane20,zoneQ,sensor4,0,6
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_18_10,lane18,zoneR,sensor4,0,7
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_19_11,lane19,zoneS,sensor4,0,8
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_20_12,lane15,zoneT,sensor1,0,9
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_4_1,lane1,zoneD,sensor2,0,10
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_7_2,lane5,zoneG,sensor3,0,11
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_1_0,lane2,zoneA,sensor3,1,0
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_11_3,lane22,zoneK,sensor3,0,0
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_12_4,lane24,zoneL,sensor3,0,1
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_13_5,lane16,zoneM,sensor2,0,2
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_14_6,lane17,zoneN,sensor2,0,3
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_15_7,lane8,zoneO,sensor4,0,4
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_16_8,lane21,zoneP,sensor4,0,5
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_17_9,lane20,zoneQ,sensor4,0,6
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_18_10,lane18,zoneR,sensor4,0,7
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_19_11,lane19,zoneS,sensor4,0,8
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_20_12,lane15,zoneT,sensor1,0,9
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_4_1,lane1,zoneD,sensor2,0,10
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_7_2,lane5,zoneG,sensor3,0,11
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_1_0,lane2,zoneA,sensor3,1,0
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_11_3,lane22,zoneK,sensor3,0,0
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_12_4,lane24,zoneL,sensor3,0,1
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_13_5,lane16,zoneM,sensor2,0,2
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_14_6,lane17,zoneN,sensor2,0,3
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_15_7,lane8,zoneO,sensor4,0,4
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_16_8,lane21,zoneP,sensor4,0,5
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_17_9,lane20,zoneQ,sensor4,0,6
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_18_10,lane18,zoneR,sensor4,0,7
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_19_11,lane19,zoneS,sensor4,0,8
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_20_12,lane15,zoneT,sensor1,0,9
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_4_1,lane1,zoneD,sensor2,0,10
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_7_2,lane5,zoneG,sensor3,0,11
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_1_0,lane2,zoneA,sensor3,1,0
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_11_3,lane22,zoneK,sensor3,0,0
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_12_4,lane24,zoneL,sensor3,0,1
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_13_5,lane16,zoneM,sensor2,0,2
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_14_6,lane17,zoneN,sensor2,0,3
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_15_7,lane8,zoneO,sensor4,0,4
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_16_8,lane21,zoneP,sensor4,0,5
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_17_9,lane20,zoneQ,sensor4,0,6
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_18_10,lane18,zoneR,sensor4,0,7
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_19_11,lane19,zoneS,sensor4,0,8
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_20_12,lane15,zoneT,sensor1,0,9
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_4_1,lane1,zoneD,sensor2,0,10
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_7_2,lane5,zoneG,sensor3,0,11
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_1_0,lane2,zoneA,sensor3,1,0
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_11_3,lane22,zoneK,sensor3,0,0
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_12_4,lane24,zoneL,sensor3,0,1
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_13_5,lane16,zoneM,sensor2,0,2
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_14_6,lane17,zoneN,sensor2,0,3
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_15_7,lane8,zoneO,sensor4,0,4
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_16_8,lane21,zoneP,sensor4,0,5
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_17_9,lane20,zoneQ,sensor4,0,6
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_18_10,lane18,zoneR,sensor4,0,7
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_19_11,lane19,zoneS,sensor4,0,8
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_20_12,lane15,zoneT,sensor1,0,9
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_4_1,lane1,zoneD,sensor2,0,10
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_7_2,lane5,zoneG,sensor3,0,11
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_1_0,lane2,zoneA,sensor3,1,0
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_11_3,lane22,zoneK,sensor3,0,0
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_12_4,lane24,zoneL,sensor3,0,1
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_13_5,lane16,zoneM,sensor2,0,2
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_14_6,lane17,zoneN,sensor2,0,3
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_15_7,lane8,zoneO,sensor4,0,4
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_16_8,lane21,zoneP,sensor4,0,5
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_17_9,lane20,zoneQ,sensor4,0,6
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_18_10,lane18,zoneR,sensor4,0,7
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_19_11,lane19,zoneS,sensor4,0,8
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_20_12,lane15,zoneT,sensor1,0,9
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_4_1,lane1,zoneD,sensor2,0,10
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_7_2,lane5,zoneG,sensor3,0,11
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_1_0,lane2,zoneA,sensor3,1,0
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_11_3,lane22,zoneK,sensor3,0,0
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_12_4,lane24,zoneL,sensor3,0,1
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_13_5,lane16,zoneM,sensor2,0,2
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_14_6,lane17,zoneN,sensor2,0,3
1016,Training Data 1.zip,Run_1016/Radars_Run_1016_traffic-triggers-output.json,traffic-triggers-output,2024-02-19T18:46:35+00:00,1708368395000.0,trigger_15_7,lane8,zoneO,sensor4,0,4
